TI,DO,pub_id
"Determinants of Dental Health Problems Among Adult Patients at Dental Clinic, Debre Berhan Comprehensive Specialized Hospital, Ethiopia: Unmatched Case–Control Study",10.2147/CCIDE.S336654,34849032
Presentation and Management of Atypical Orofacial Cleft Clefts: A Single-Institution Experience for 13 Year Period,10.1177/10556656211055012,34787018
Prevalence of occlusal features and their relation to sociodemographic variables in northwest ethiopia: A cross-sectional study,10.2147/CCIDE.S332552,34785955
Cost-effectiveness and efficacy of fluoride varnish for caries prevention in South African children: A cluster-randomized controlled community trial,10.1111/cdoe.12702,34676577
Endodontic practice amongst nigerian dentists undergoing postgraduate training,10.11604/pamj.2021.39.218.23205,34630830
"Prevalence and demographic predictors of adult dental caries among at public oral health facilities in two districts in kwazulu-natal, south africa: A cross sectional study",,Unknown
"Magnitude and Determinants of Dental Anxiety among Adult Patients Attending Public Dental Clinics in Dar-Es-Salaam, Tanzania",10.1155/2021/9965204,34046065
The prevalence and determinant factors of oral halitosis in northwest ethiopia: A cross-sectional study,10.2147/CCIDE.S308022,34007216
A morphometric study of the mandibular foramen in dry adult human mandibles in a black malawian population,10.4067/S0717-95022021000200390,27315006
Oral health conditions and correlates: a National Oral Health Survey of Rwanda,10.1080/16549716.2021.1904628,33900155
"Oral hygiene practices and associated factors among patients visiting private dental clinics at Hawassa City, southern Ethiopia, 2018",10.1155/2021/8868308,33833806
"Assessment of high fluoride in water sources and endemic fluorosis in the North-Eastern communities of Gombe State, Nigeria",10.1080/26395940.2021.1908849,Unknown
Prevalence of Dental Caries and Its Associated Factors among Primary School Children in Ethiopia,10.1155/2021/6637196,Unknown
"Oral Hygiene Practices, Knowledge, and Self-Reported Dental and Gingival Problems with Rural-Urban Disparities among Primary School children in Lilongwe, Malawi",10.1155/2021/8866554,33763132
"Perception about tooth colour and appearance among patients seen in a tertiary hospital, south-west, nigeria",10.11604/pamj.2021.38.38.21422,33777306
"Temporomandibular Joint Ankylosis among Patients at Saint Paul's Hospital Millennium Medical College, Ethiopia: A 9-Year Retrospective Study",10.1155/2021/6695664,33679982
"Otological manifestation of temporomandibular joint disorder in Ekiti, a sub-Saharan African country",10.1177/0300060521996517,33641518
Comparison of dental caries and oral hygiene status of children in suburban with those in rural population of southwestern Nigeria,10.1590/pboci.2021.037,Unknown
"Achieving universal health coverage in Nigeria: the dilemma of accessing dental care in Enugu state, Nigeria, a mixed methods study",10.1016/j.heliyon.2021.e05977,33532639
Ecological risk factors for unmet needs in oral health care in Chegutu rural district in Zimbabwe a cross-sectional study,10.1080/14635240.2019.1708775,Unknown
Prevalence of incidental dental anomalies seen on pre-treatment digital panoramic radiographs of a group of Nigerian orthodontic patients: A retrospective study,10.4314/njdr.v7i1.9,Unknown
"Oral hygiene status, interdental cleaning and perception of gingival bleeding among a group of pregnant women in Nigeria",10.4314/njdr.v7i1.10,Unknown
Prevalence of oral mucosal lesions and oral health related quality of life among adolescents in a rural Nigerian population,0.4314/njdr.v7i1.2,Unknown
"Evaluation of patients' compliance to recall visits after tooth extraction at the Dental Centre, University of Benin Teaching Hospital (UBTH): A two-year retrospective study",10.4314/njdr.v7i1.6,Unknown
"Salivary lactoferrin levels, disease severity and correlates in patients with chronic periodontitis presenting to a tertiary health facility in Nigeria",10.4314/njdr.v7i1.8,Unknown
"Clinico-pathological analysis of osteomyelitis in cancrum ois (Noma) patients seen in Noma children hospital, Northwest Nigeria",10.4314/njdr.v7i1.4,Unknown
Knowledge and perception of dentinal hypersensitivity and its associated factors among dental resident doctors in university of Benin Teaching Hospital (UBTH),,Unknown
Fixed-prosthodontics in Nigerian private practice settings,,Unknown
Dental fear and its related factors among patients managed in a paediatric dental clinic of a university hospital in Tanzania,10.55320/mjz.49.1.1100,Unknown
Oral health seeking behaviour among patients attending outpatient clinic in University of Ilorin teaching hospital (UITH) Ilorin,10.4314/rejhs.v10i2.2,Unknown
"Luxations temporo-mandibulaires au CHU de Bouaké: Aspects épidémiologiques, cliniques et thérapeutiques",,Unknown
Hygiène bucco-dentaire des militaires des unités d'élites des forces de défense et de sécurité du Mali,,Unknown
Manifestations cliniques et traitements des diastemes chez les personnes adultes à l'hopital national Donka,,Unknown
Patient satisfaction with intraoral examination in a Nigerian tertiary hospital,,Unknown
"Knowledge, attitude, and practices of dental patients presenting at a secondary health care facility in southern Nigeria towards covid-19",,Unknown
Aberrant anatomy in endodontically treated teeth in a Nigerian Teaching Hospital,,Unknown
Analyzing dental arch shape in untreated orthodontic patients with anterior arch crowding,,Unknown
Maxillofacial injuries sustained during military peace keeping mission in Liberia: The Nigerian Experience (1990-1997),,Unknown
Workplace assault and its' impact to service delivery amongst dental professionals at Tertiary Hospitals in Northern Nigeria,,Unknown
Quantitative and qualitative analysis of relative saliva viscosity among carious and non-carious young adults,,Unknown
"Tooth loss awareness and reasons for non-replacement of missing teeth among nurses at Jos University Teaching Hospital, Jos, Nigeria",,Unknown
"Detection of six periodontopathogens in the subgingival plaque of patients with chronic periodontitis in Lagos, Nigeria",,Unknown
The effect of chewing stick use on oral hygiene and gingival health of young adults in Nigeria,,Unknown
Influence of positions on the incidence and severity of middle third facial fractures in vehicular and motorcycle crashes seen in a Tertiary Health Facility,,Unknown
A ten year audit of traumatic dental injuries in children in a Tertiary Hospital in Southern Nigeria,,Unknown
Compendium of Oral Pathologies in Children Presenting to A Tertiary Hospital in Nigeria,,Unknown
Malformations congénitales oro-cervico-faciales au service d'odonto-stomatologie et chirurgie maxillo-faciale de l'hôpital national Donka,,Unknown
Évaluation de l'hygiène buccodentaire des patients consultant le service d'odontostomatologie du centre de santé de référence de Ouelessebougou au Mali,,Unknown
Risques traumatiques alvéolo-dentaires des enfants présentant la proalvéolie,,Unknown
Radiographic assessment of endodontic accidents at a Nigerian tertiary health institution: a one-year retrospective study,,Unknown
Self-reported prevalence of missing teeth and unmet prosthetic treatment needs among a population of Nigerian undergraduate students,,Unknown
Inflammatory and reactive lesions of the orofacial region in an African tertiary health setting,,Unknown
"Orofacial tumours and tumour-like lesions in children treated at Muhimbili National Hospital, Tanzania",,Unknown
Choice of dental specialties among intending residents in a tertiary health institution in Nigeria,,Unknown
Perception of dental midline deviation amongst dental professionals and lay people,,Unknown
Acceptance of removable partial denture for replacement of missing teeth among partially edentulous,,Unknown
Ostéomyélite mandibulaire odontogéne chez l'enfant: aspects cliniques et thérapeutique au CHU de Conakry,,Unknown
Place de la prescription médicamenteuse dans la prise en charge des pathologies bucco dentaires chez l'enfant au centre dentaire de l'université de Conakry,,Unknown
Connaissances et attitudes face aux péricoronarites: enquête auprès des chirurgiens-dentistes de Dakar (Sénégal),,Unknown
"Comparison of Post-Operative Symptom Severity (PoSSe) Scores in patients undergoing Mandibular Third Molar surgery in Ile-Ife, Nigeria",,Unknown
Comparison of operative 'difficulty' with post-operative sequelae in lower third molar surgery,,32934987
Oral health status and treatment needs of students with visual impairment in Ghana,,Unknown
Oral health-related quality of life: acrylic versus flexible partial dentures,,31481813
Evaluation of aesthetic outcome of single tooth implant borne restoration,,Unknown
An assessment of knowledge of relationship between periodontal disease with pregnancy outcome and fertility among some pregnant women in Nigeria,,Unknown
A five year audit of cases admitted in maxillofacial surgery wards in a Nigerian teaching hospital,,Unknown
Oral health status and treatment needs of in-patients of a Nigerian psychiatric hospital,,Unknown
Dental habits among 2 to 5 years old children in Benin city,,15641762
Endodontic treatment: an analysis of demand by adult patients in a tertiary hospital in Southern Nigeria,,Unknown
"Culture and patients' perception to maxillofacial surgical practices in kano, Nigeria",,Unknown
"Pattern and Presentation of tongue lesions in Kaduna, Nigeria: an 8-year Review",,Unknown
Facteurs influençant la douleur post-obturation dans le traitement en consultation unique du canal radiculaire en utilisant des instruments endodontiques rotatifs,,Unknown
Déterminants de la maladie parodontale en milieux hospitaliers à Kinshasa,,Unknown
Impact des malocclusions sur la qualité de vie en lien avec la santé bucco-dentaire chez les patients nécessitant un traitement orthodontique,,Unknown
Sodium hypochlorite and its use as root canal irrigant: a survey among ghanaian dental practitioners,,Unknown
Connaissances et pratiques en hygiène hospitalière des personnels du centre de consultations et de traitements odontostomatologiques du CHU de Cocody d'Abidjan (Côte d'Ivoire),,Unknown
"Ostéomes maxillo-mandibulaires : épidémiologie, diagnostic, classification et thérapeutique au centre hospitalier et universitaire de Yaoundé (Cameroun)",,Unknown
Aspects épidemiologiques des anomalies dentaires chez les enfants porteurs de syndrome de down au CNHU-HKM de Cotonou,,Unknown
Associated anomalies in cleft lip and palate: Analysis of 811 consecutive patients,,Unknown
Les améloblastomes des maxillaires au centre hopsitalier universitaire d'odontosmatologie de Bamako,,Unknown
"Comparative efficacy of amoxicillin/clavulanic acid and levofloxacin in the reduction of postsurgical sequelae after third molar surgery: a randomized, double-blind, clinical trial in a Nigerian university teaching hospital",,Unknown
